zaman,year,month,road_type,count,mean,std,min,25%,50%,75%,max
sabah,2022,8,OTOYOL,207103.0,159.87031090809887,988.2241554419357,1.0,10.0,40.0,138.0,52405.0
sabah,2022,8,RAYLI,6050.0,3306.926611570248,5885.980041168574,1.0,123.0,594.0,4090.5,40592.0
sabah,2022,9,DENİZ,10123.0,131.02943791366195,260.843525729104,1.0,12.0,41.0,130.0,3094.0
sabah,2022,9,OTOYOL,204913.0,184.82686310775793,1137.6105056669,1.0,11.0,45.0,159.0,66608.0
sabah,2022,9,RAYLI,5909.0,3857.8937214418684,7050.407074507032,1.0,142.0,644.0,4422.0,50848.0
sabah,2022,10,DENİZ,10293.0,136.91907121344605,308.1512756189672,1.0,12.0,40.0,128.0,4090.0
sabah,2022,10,OTOYOL,210004.0,205.0228805165616,1333.399004185751,1.0,11.0,47.0,174.0,75704.0
sabah,2022,10,RAYLI,6151.0,4404.877743456349,8354.788349574697,1.0,155.0,747.0,5039.5,58865.0
sabah,2022,11,DENİZ,11554.0,114.76423749350874,287.80259570331,1.0,8.0,29.0,96.0,4254.0
sabah,2022,11,OTOYOL,204909.0,205.83984110019568,1342.7513983102197,1.0,11.0,46.0,174.0,75360.0
sabah,2022,11,RAYLI,6236.0,4289.335311096857,8196.931109903726,1.0,118.0,603.0,4792.5,61115.0
sabah,2022,12,DENİZ,12410.0,103.10419016921837,266.22337551433816,1.0,7.0,25.0,81.0,3724.0
sabah,2022,12,OTOYOL,212846.0,202.23263298347163,1291.8686934067186,1.0,11.0,45.0,174.0,72571.0
sabah,2022,12,RAYLI,6486.0,4157.90564292322,8013.255641727925,1.0,102.0,555.0,4351.5,55641.0
sabah,2023,1,DENİZ,12950.0,92.81366795366796,178.04461270456503,1.0,7.0,26.0,89.0,2943.0
sabah,2023,1,OTOYOL,210264.0,187.04410645664498,1197.099138345312,1.0,10.0,41.0,159.0,67937.0
sabah,2023,1,RAYLI,6796.0,3696.976309593879,7276.19795819804,1.0,93.0,496.5,3213.75,53160.0
sabah,2023,2,DENİZ,11363.0,79.0894130071284,147.0421876880105,1.0,6.0,23.0,77.0,2006.0
sabah,2023,2,OTOYOL,187677.0,165.9567235196641,1035.2688827582715,1.0,9.0,38.0,142.0,61853.0
sabah,2023,2,RAYLI,6225.0,3233.741847389558,6289.340977985152,1.0,93.0,492.0,3082.0,48635.0
sabah,2023,3,DENİZ,12847.0,90.96606211566903,181.2760375952917,1.0,8.0,26.0,84.0,2114.0
sabah,2023,3,OTOYOL,210183.0,188.89378779444579,1134.9613424623385,1.0,10.0,42.0,166.0,62148.0
sabah,2023,3,RAYLI,6995.0,3583.4693352394565,7066.468586094694,1.0,105.0,511.0,3304.0,49583.0
sabah,2023,4,DENİZ,10636.0,94.04099285445656,177.86799279531934,1.0,8.0,28.0,90.0,2106.0
sabah,2023,4,OTOYOL,175013.0,167.06861775982355,1015.2124575982269,1.0,9.0,38.0,140.0,59759.0
sabah,2023,4,RAYLI,5869.0,3162.70983131709,6315.404574246064,1.0,95.0,489.0,2767.0,48192.0
sabah,2023,5,DENİZ,12727.0,104.26384851103953,189.79827542040968,1.0,9.0,33.0,103.0,2084.0
sabah,2023,5,OTOYOL,209853.0,185.40092350359538,1129.767806154966,1.0,10.0,43.0,160.0,62850.0
sabah,2023,5,RAYLI,6959.0,3667.3810892369593,7079.8018950900805,1.0,112.0,578.0,3420.0,50024.0
sabah,2023,6,DENİZ,12376.0,106.50056561085972,185.2490582309061,1.0,10.0,33.0,114.0,2170.0
sabah,2023,6,OTOYOL,201544.0,162.709760647799,1032.2665623028126,1.0,10.0,39.0,137.0,60652.0
sabah,2023,6,RAYLI,6711.0,3240.8296826106393,6314.209662975014,1.0,99.0,549.0,2922.5,48310.0
sabah,2023,7,DENİZ,12939.0,104.83970940567278,176.97596317293588,1.0,10.0,34.0,117.0,1628.0
sabah,2023,7,OTOYOL,203800.0,156.9565799803729,994.2115618135797,1.0,10.0,38.0,133.0,54293.0
sabah,2023,7,RAYLI,6748.0,3155.7658565500888,5989.126668825134,1.0,99.0,559.5,3104.0,42884.0
